Project_ID,Project_Type,Location,Start_Date,End_Date,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Deviation,Vibration_Level,Crack_Width,Load_Bearing_Capacity,Temperature,Humidity,Weather_Condition,Air_Quality_Index,Energy_Consumption,Material_Usage,Labor_Hours,Equipment_Utilization,Accident_Count,Safety_Risk_Score,Image_Analysis_Score,Anomaly_Detected,Completion_Percentage,Risk_Level
PJT_120,Road,Los Angeles,2020-04-29,2023-03-19,45604238,52919731.64,7315493.64,873,1054,181,0.63,3.98,244.18,9.04,74.41,Cloudy,133,49508.35,608.36,2173,42.48,4,9.51,90.45,0,98.66,High
PJT_121,Road,Los Angeles,2020-04-30,2021-02-09,41162344,43435616.17,2273272.17,209,285,76,0.23,2.39,153.46,26.0,87.0,Stormy,121,35161.87,733.01,1338,95.13,4,5.66,95.4,0,16.69,Medium
PJT_122,Tunnel,New York,2020-05-01,2023-06-07,40128126,46574388.07,6446262.07,775,1132,357,0.21,0.65,282.18,29.01,68.78,Snowy,145,25858.02,282.23,1841,76.54,1,8.49,90.68,0,72.64,High
PJT_123,Dam,Seattle,2020-05-02,2023-09-23,23005782,30691293.47,7685511.47,857,1239,382,0.33,1.18,164.07,22.24,61.72,Rainy,160,32602.57,701.43,1293,88.44,5,7.81,98.7,1,49.35,High
PJT_124,Building,Chicago,2020-05-03,2021-05-21,28345255,25664715.01,-2680539.99,275,383,108,1.2,4.66,473.24,9.65,52.23,Snowy,198,17263.9,264.23,7558,63.03,9,5.66,70.41,1,32.44,High
PJT_125,Bridge,Seattle,2020-05-04,2022-07-15,18496623,23188705.63,4692082.63,560,802,242,1.86,4.3,457.67,21.74,45.51,Sunny,234,17337.82,652.11,2647,68.31,3,6.83,66.56,0,70.88,High
PJT_126,Tunnel,Chicago,2020-05-05,2022-01-30,46858810,59415800.12,12556990.12,623,635,12,1.04,3.55,305.06,8.82,44.71,Snowy,154,10109.95,470.76,5898,92.13,0,4.66,51.41,0,21.33,Medium
PJT_127,Dam,Houston,2020-05-06,2021-09-29,32457080,41629871.07,9172791.07,477,511,34,1.7,2.41,209.49,-5.39,64.55,Snowy,196,10132.26,688.42,5526,64.89,2,5.78,72.49,0,87.24,High
PJT_128,Tunnel,Seattle,2020-05-07,2021-12-08,11569315,12092401.31,523086.31,540,580,40,0.95,2.6,221.52,44.6,72.59,Stormy,270,20645.23,995.55,6614,72.08,8,5.57,82.57,0,32.56,Medium
PJT_129,Dam,Houston,2020-05-08,2022-01-21,11089851,14732108.89,3642257.89,553,623,70,1.45,4.88,235.33,-3.0,67.5,Sunny,107,39328.5,944.04,4801,41.21,9,7.38,90.77,1,42.53,High
PJT_130,Dam,Los Angeles,2020-05-09,2022-08-20,4887008,4666285.75,-220722.25,733,833,100,1.49,4.83,377.41,-6.02,33.89,Snowy,144,32358.7,103.85,9280,49.52,6,4.69,63.37,0,66.94,Medium
PJT_131,Building,Los Angeles,2020-05-10,2021-12-22,44755415,45630929.46,875514.46,482,591,109,0.43,1.08,253.24,38.32,54.58,Rainy,167,9616.31,896.89,8376,78.5,5,1.9,75.68,1,10.09,Medium
PJT_132,Dam,New York,2020-05-11,2021-12-30,46570487,66431962.74,19861475.74,600,598,-2,0.79,4.06,435.53,6.6,75.41,Sunny,55,43350.64,159.84,1899,83.02,0,8.1,83.1,0,52.55,High
PJT_133,Tunnel,Seattle,2020-05-12,2021-11-22,41279707,55448301.43,14168594.43,425,559,134,1.31,0.99,474.84,25.77,53.3,Rainy,53,32061.54,957.74,4477,74.96,8,7.16,77.58,0,90.48,High
PJT_134,Dam,Houston,2020-05-13,2022-10-29,38170084,34667876.97,-3502207.03,899,899,0,0.23,1.07,201.18,8.1,57.56,Cloudy,92,48238.5,353.64,2744,48.6,8,9.55,63.7,0,71.24,High
PJT_135,Building,Chicago,2020-05-14,2021-08-09,22970950,24097118.19,1126168.19,416,452,36,0.79,3.38,302.31,11.53,73.98,Snowy,142,35158.35,443.83,7096,66.72,0,4.86,89.81,0,44.91,Medium
PJT_136,Building,Los Angeles,2020-05-15,2022-09-19,9457411,9728308.04,270897.04,713,857,144,1.12,2.03,92.78,4.42,66.29,Sunny,91,12882.87,182.47,3253,61.31,5,1.7,58.67,0,69.44,Low
PJT_137,Tunnel,Los Angeles,2020-05-16,2021-09-30,10137344,10770763.74,633419.74,364,502,138,1.99,4.66,140.21,8.87,48.65,Rainy,52,26320.25,201.05,2633,69.74,6,2.09,95.25,0,94.29,Low
PJT_138,Road,Chicago,2020-05-17,2022-10-03,40275054,42229838.47,1954784.47,647,869,222,1.0,0.45,236.06,12.59,82.68,Snowy,178,34182.39,754.07,8001,92.22,1,7.96,97.63,0,26.9,High
PJT_139,Road,Houston,2020-05-18,2022-04-16,43188444,40489847.65,-2698596.35,542,698,156,1.65,2.56,142.79,29.62,31.38,Stormy,285,6271.91,949.9,8020,86.55,9,1.61,68.28,0,57.86,Low
PJT_140,Dam,Houston,2020-05-19,2021-08-21,7933705,9324993.7,1391288.7,462,459,-3,0.92,4.59,444.45,18.13,89.69,Rainy,232,5670.96,649.67,9149,45.04,7,9.17,68.81,0,31.13,High
PJT_141,Bridge,Seattle,2020-05-20,2022-11-05,23322619,31243915.3,7921296.3,732,899,167,1.61,4.52,121.23,41.9,28.32,Rainy,64,10823.14,744.27,5701,93.42,7,3.53,87.16,0,86.88,Medium
PJT_142,Dam,Seattle,2020-05-21,2021-09-24,17794513,22492959.04,4698446.04,515,491,-24,1.23,0.78,255.05,-7.7,21.05,Cloudy,96,16324.9,785.77,7735,68.31,5,9.09,72.81,0,74.89,High
PJT_143,Tunnel,New York,2020-05-22,2021-06-10,29820898,38878190.64,9057292.64,341,384,43,1.78,1.83,322.56,17.67,82.3,Stormy,134,24329.71,336.53,2013,84.63,8,7.96,51.43,0,82.1,High
PJT_144,Tunnel,Los Angeles,2020-05-23,2021-06-16,47705646,45257845.79,-2447800.21,339,389,50,0.88,3.1,361.34,22.13,37.15,Cloudy,223,26934.82,140.71,4299,48.4,2,8.84,95.99,0,94.87,High
PJT_145,Tunnel,Seattle,2020-05-24,2022-01-17,40564766,59666488.21,19101722.21,653,603,-50,1.25,0.8,222.38,40.61,71.08,Stormy,107,11211.24,101.69,2506,80.24,1,2.93,71.54,0,30.91,Medium
PJT_146,Tunnel,Houston,2020-05-25,2022-09-02,45969434,64499487.61,18530053.61,780,830,50,1.3,4.84,441.09,-7.3,76.77,Rainy,272,35302.62,415.58,5803,54.18,1,6.36,60.17,0,14.38,High
PJT_147,Tunnel,Chicago,2020-05-26,2022-06-03,15512253,21454286.53,5942033.53,501,738,237,0.89,4.57,305.74,21.54,80.13,Cloudy,248,31826.21,317.32,1977,66.3,5,1.84,77.78,0,36.18,Low
PJT_148,Building,Houston,2020-05-27,2021-03-04,10615754,14796134.77,4180380.77,191,281,90,0.37,0.83,247.78,36.95,89.41,Snowy,258,18250.88,156.09,2817,41.01,6,2.82,60.95,0,45.92,Medium
PJT_149,Road,Los Angeles,2020-05-28,2022-03-29,33254832,48539627.55,15284795.55,603,670,67,0.28,0.61,80.26,3.31,40.58,Stormy,297,5614.69,261.58,5901,49.1,5,3.79,60.3,0,66.26,Medium
PJT_150,Tunnel,Houston,2020-05-29,2021-01-17,23529829,28860567.75,5330738.75,252,233,-19,0.13,0.43,259.11,38.2,69.72,Rainy,260,8494.16,212.05,7798,45.52,2,7.67,77.29,0,81.79,High
PJT_151,Bridge,New York,2020-05-30,2022-07-12,15557759,15871546.72,313787.72,767,773,6,1.76,4.55,419.33,-8.95,28.08,Sunny,88,22626.26,923.39,1473,54.38,4,1.22,69.55,0,41.48,Low
PJT_152,Bridge,Los Angeles,2020-05-31,2021-08-05,23414241,29737728.92,6323487.92,380,431,51,0.55,0.97,326.54,30.29,48.48,Stormy,180,11928.85,226.24,1567,46.0,7,9.13,78.65,0,52.61,High
PJT_153,Bridge,Chicago,2020-06-01,2023-03-28,10004471,13463305.72,3458834.72,701,1030,329,0.5,2.08,424.47,41.32,79.36,Stormy,207,21956.88,583.88,8966,81.51,5,1.64,99.84,0,80.69,Low
PJT_154,Bridge,New York,2020-06-02,2022-04-07,16723723,22455786.35,5732063.35,684,674,-10,1.5,2.24,272.31,26.15,45.74,Snowy,84,33268.22,633.8,3258,41.74,1,4.39,92.95,0,30.28,Medium
PJT_155,Building,Los Angeles,2020-06-03,2023-08-24,4765056,5779390.68,1014334.68,867,1177,310,0.71,3.0,103.31,14.15,61.38,Stormy,299,29625.68,589.14,9120,77.06,6,1.73,50.38,0,29.54,Low
PJT_156,Bridge,Chicago,2020-06-04,2020-12-31,4325315,4070446.82,-254868.18,218,210,-8,1.06,0.36,56.14,-7.53,55.26,Stormy,234,15402.91,189.15,5310,48.44,7,7.92,52.53,0,63.03,High
PJT_157,Tunnel,New York,2020-06-05,2021-05-27,48715952,54691828.86,5975876.86,239,356,117,0.41,1.13,186.45,40.61,65.22,Snowy,206,20472.01,386.92,2982,96.71,3,2.27,80.5,0,49.25,Low
PJT_158,Dam,New York,2020-06-06,2022-10-09,15067121,21884390.04,6817269.04,757,855,98,1.92,4.66,364.1,15.87,88.1,Snowy,227,32631.4,146.14,2096,95.99,0,8.96,81.31,1,95.4,High
PJT_159,Bridge,Los Angeles,2020-06-07,2022-04-21,6217092,7775526.38,1558434.38,500,683,183,1.72,4.54,405.62,-8.41,23.9,Cloudy,239,43738.48,456.1,7610,53.53,1,5.77,93.91,0,42.13,High
PJT_160,Building,Seattle,2020-06-08,2022-04-18,42819037,52367646.54,9548609.54,614,679,65,1.74,3.91,183.09,27.94,60.18,Rainy,101,38894.6,269.74,4570,76.87,3,9.54,81.45,0,78.36,High
PJT_161,Building,New York,2020-06-09,2023-04-15,38375319,40728190.73,2352871.73,815,1040,225,0.87,0.1,273.04,16.5,80.41,Rainy,167,29903.0,605.47,7497,41.68,6,3.61,61.39,0,62.48,Medium
PJT_162,Bridge,New York,2020-06-10,2022-10-26,24429562,27387233.24,2957671.24,855,868,13,1.55,1.64,239.5,-3.16,53.7,Cloudy,63,21303.18,723.53,4646,95.91,1,5.09,73.43,0,14.91,Medium
PJT_163,Dam,Chicago,2020-06-11,2022-01-12,3846274,5527894.43,1681620.43,587,580,-7,0.37,3.14,234.74,1.78,25.5,Rainy,212,21427.31,578.91,3419,71.38,5,7.25,90.45,0,17.59,High
PJT_164,Bridge,Houston,2020-06-12,2022-09-17,47782538,62111461.74,14328923.74,565,827,262,0.12,1.38,154.11,-6.45,59.24,Stormy,205,44573.78,490.81,5279,42.59,1,8.49,96.14,0,28.28,High
PJT_165,Building,Los Angeles,2020-06-13,2023-10-29,47338604,64969025.19,17630421.19,850,1233,383,0.14,4.55,111.37,21.59,43.25,Cloudy,235,6765.96,448.6,1673,60.55,6,4.79,61.85,0,22.88,High
PJT_166,Road,Los Angeles,2020-06-14,2023-05-21,40542531,47540465.94,6997934.94,748,1071,323,1.21,3.17,138.51,24.21,30.85,Cloudy,79,49459.22,857.52,3802,44.61,1,9.03,76.98,0,39.64,High
PJT_167,Tunnel,Seattle,2020-06-15,2021-05-09,24846553,31757580.26,6911027.26,257,328,71,0.97,0.36,74.9,17.82,79.43,Rainy,139,34896.89,297.43,8312,63.58,2,2.06,57.95,0,62.11,Low
PJT_168,Building,Seattle,2020-06-16,2021-11-15,34268890,35949099.34,1680209.34,373,517,144,1.08,4.55,139.16,34.94,56.51,Sunny,184,35651.2,760.8,3369,80.2,8,7.38,74.85,0,64.21,High
PJT_169,Bridge,Los Angeles,2020-06-17,2021-08-28,25649133,33940894.9,8291761.9,464,437,-27,0.11,4.79,54.14,37.36,85.33,Rainy,216,6709.9,781.73,5530,68.19,3,4.13,54.51,1,62.9,High
PJT_170,Tunnel,Seattle,2020-06-18,2022-08-04,17159082,19845521.61,2686439.61,706,777,71,0.9,0.39,332.27,23.86,76.42,Sunny,144,32248.82,477.28,2066,63.02,4,1.91,97.09,0,20.58,Low
PJT_171,Bridge,Chicago,2020-06-19,2022-07-24,34931226,40713297.84,5782071.84,703,765,62,1.46,2.66,192.37,-9.3,68.51,Cloudy,118,26815.01,367.57,6432,47.15,8,4.48,81.9,0,64.02,Medium
PJT_172,Bridge,Los Angeles,2020-06-20,2023-04-01,17213225,22198061.26,4984836.26,792,1015,223,0.94,1.52,487.92,28.24,20.35,Sunny,212,9760.05,523.49,9073,54.7,6,8.92,92.71,0,46.88,High
PJT_173,Road,Seattle,2020-06-21,2021-06-29,21655666,31655567.65,9999901.65,335,373,38,1.49,1.96,137.17,12.99,49.95,Stormy,291,17506.49,183.89,1687,46.01,7,9.82,99.91,1,91.27,High
PJT_174,Tunnel,Los Angeles,2020-06-22,2021-11-17,34187633,32081804.99,-2105828.01,519,513,-6,0.54,0.9,205.62,21.11,33.82,Snowy,288,45064.15,141.34,1068,88.45,2,4.54,59.13,0,92.08,Medium
PJT_175,Tunnel,Houston,2020-06-23,2021-07-10,4033349,5625900.49,1592551.49,304,382,78,1.64,2.89,211.03,25.7,83.76,Sunny,176,29749.48,200.44,7774,48.11,3,8.98,84.71,0,79.14,High
PJT_176,Road,New York,2020-06-24,2022-03-23,27687290,29775738.58,2088448.58,459,637,178,1.22,4.79,53.8,9.26,32.22,Snowy,101,23603.75,268.43,1419,75.72,6,5.59,94.35,0,73.28,Medium
PJT_177,Building,Los Angeles,2020-06-25,2022-12-17,28646076,33411398.66,4765322.66,801,905,104,0.5,2.52,427.64,40.44,40.02,Stormy,191,8270.7,553.76,7891,60.56,3,7.45,78.8,0,20.35,High
PJT_178,Bridge,New York,2020-06-26,2022-09-24,24184270,22083817.72,-2100452.28,837,820,-17,0.55,0.41,64.4,-2.63,56.18,Snowy,112,37135.47,864.22,6593,53.56,1,1.41,81.98,0,17.62,Low
PJT_179,Dam,Seattle,2020-06-27,2022-11-12,15930164,17214575.63,1284411.63,853,868,15,1.29,3.1,473.08,26.93,38.44,Stormy,85,36628.29,312.08,7104,78.37,9,6.02,70.38,0,85.68,High
PJT_180,Bridge,New York,2020-06-28,2021-05-14,35337309,42460559.42,7123250.42,307,320,13,1.68,1.7,451.43,-9.76,34.69,Snowy,140,32631.96,941.65,4892,67.42,5,1.63,83.74,0,48.43,Low
PJT_181,Bridge,Los Angeles,2020-06-29,2021-12-13,22680041,21176482.34,-1503558.66,493,532,39,0.89,4.28,290.98,40.86,61.94,Snowy,201,27961.82,959.42,1439,64.01,8,3.42,69.78,0,50.62,Medium
PJT_182,Building,Houston,2020-06-30,2022-04-18,41622564,49724705.66,8102141.66,511,657,146,0.59,2.17,294.62,-3.81,26.23,Rainy,217,24520.3,963.01,2208,75.57,1,6.1,73.83,0,86.3,High
PJT_183,Bridge,Seattle,2020-07-01,2021-08-20,32590521,47460479.95,14869958.95,329,415,86,1.75,0.96,344.2,-4.78,24.07,Sunny,206,31697.2,853.81,3563,69.48,0,8.26,55.15,0,65.93,High
PJT_184,Road,Los Angeles,2020-07-02,2022-10-14,30051004,28946206.81,-1104797.19,633,834,201,1.37,0.96,224.17,8.32,46.06,Snowy,102,15502.8,427.44,8466,58.21,7,6.05,50.39,0,26.15,High
PJT_185,Road,Seattle,2020-07-03,2021-02-28,48339044,65676539.99,17337495.99,215,240,25,0.95,3.84,341.25,10.55,70.45,Cloudy,158,47356.66,165.42,2253,73.54,0,9.43,52.76,0,28.99,High
PJT_186,Tunnel,Chicago,2020-07-04,2023-10-22,12999401,14894747.88,1895346.88,864,1205,341,1.03,1.33,70.15,1.79,58.84,Rainy,199,31495.75,611.94,4209,80.17,0,8.29,59.63,0,10.57,High
PJT_187,Dam,New York,2020-07-05,2022-03-09,7299492,9439003.97,2139511.97,599,612,13,0.49,3.84,74.32,22.18,49.6,Sunny,121,19003.66,602.81,4549,41.6,2,2.41,72.83,0,73.96,Low
PJT_188,Bridge,Chicago,2020-07-06,2021-02-28,23576162,24899773.92,1323611.92,201,237,36,1.29,1.03,255.75,14.36,59.6,Rainy,64,25235.59,864.98,1614,67.95,4,4.5,51.05,0,53.71,Medium
PJT_189,Bridge,Los Angeles,2020-07-07,2021-12-21,29465797,29338957.28,-126839.72,385,532,147,0.78,1.61,297.33,-8.12,45.58,Sunny,162,41255.82,996.39,4078,43.46,8,7.02,57.8,0,95.5,High
PJT_190,Building,Houston,2020-07-08,2022-10-11,40483075,40332379.53,-150695.47,818,825,7,1.99,2.33,449.52,7.58,85.53,Stormy,118,12272.72,557.34,4490,51.18,9,9.45,89.07,0,74.26,High
PJT_191,Road,Seattle,2020-07-09,2021-12-08,46024017,43368208.8,-2655808.2,535,517,-18,1.01,4.72,97.1,34.57,23.84,Snowy,165,18177.6,410.68,4543,73.63,1,9.89,88.11,0,19.28,High
PJT_192,Dam,New York,2020-07-10,2022-12-12,44279132,44783383.77,504251.77,619,885,266,1.02,4.66,420.19,27.93,67.14,Cloudy,241,35577.86,267.31,9102,91.97,0,7.87,89.49,1,24.54,High
PJT_193,Tunnel,Seattle,2020-07-11,2021-05-11,31732364,41205478.38,9473114.38,275,304,29,1.18,1.03,144.52,29.87,82.39,Rainy,53,19197.01,104.32,2900,92.97,0,6.16,96.08,0,55.16,High
PJT_194,Road,Los Angeles,2020-07-12,2021-10-04,35404782,50593942.14,15189160.14,343,449,106,1.84,1.79,227.34,28.4,76.27,Rainy,124,40662.58,558.2,6680,44.2,7,7.81,55.95,0,93.24,High
PJT_195,Tunnel,Seattle,2020-07-13,2021-05-08,48069821,66743764.49,18673943.49,327,299,-28,1.62,0.75,192.47,7.1,32.88,Rainy,195,10870.41,599.97,7751,65.15,9,3.46,58.16,0,32.25,Medium
PJT_196,Building,New York,2020-07-14,2023-02-01,46148268,60504098.25,14355830.25,709,932,223,0.96,2.55,230.07,-4.52,40.71,Rainy,91,39320.88,842.44,6862,74.98,9,3.55,66.68,0,84.3,Medium
PJT_197,Building,Los Angeles,2020-07-15,2021-12-12,9556255,9233818.53,-322436.47,473,515,42,1.47,2.3,117.72,4.99,70.19,Snowy,290,8075.83,554.12,2712,48.82,9,6.89,95.76,0,38.1,High
PJT_198,Bridge,Seattle,2020-07-16,2021-06-30,34989909,37562103.56,2572194.56,374,349,-25,1.21,4.5,276.61,35.75,25.9,Sunny,79,5566.67,924.82,3329,85.93,1,8.85,88.77,0,34.29,High
PJT_199,Dam,Houston,2020-07-17,2023-06-18,44626563,48459276.32,3832713.32,842,1066,224,1.04,4.65,410.74,43.93,76.83,Snowy,192,45420.06,665.28,2194,84.65,8,9.73,66.21,0,91.13,High
PJT_200,Tunnel,Los Angeles,2020-07-18,2022-06-06,49786500,52274538.91,2488038.91,659,688,29,0.47,1.92,248.69,17.16,70.32,Stormy,119,31160.26,856.3,7781,94.2,8,4.07,54.38,0,14.25,Medium
PJT_201,Road,Los Angeles,2020-07-19,2021-06-26,40206376,48609645.12,8403269.12,302,342,40,0.98,2.46,270.78,-9.47,71.07,Snowy,232,20832.21,233.47,9162,40.51,1,8.17,80.82,0,69.47,High
PJT_202,Building,Houston,2020-07-20,2022-01-20,30362480,37082677.2,6720197.2,579,549,-30,0.57,4.48,431.95,-2.3,27.02,Snowy,230,15466.76,869.8,5906,53.0,2,8.66,62.84,1,13.89,High
PJT_203,Bridge,Chicago,2020-07-21,2022-12-06,5327308,5935322.11,608014.11,878,868,-10,1.84,4.03,367.73,7.71,70.24,Stormy,65,32759.86,707.63,2378,89.63,1,6.61,76.56,0,82.07,High
PJT_204,Bridge,New York,2020-07-22,2022-06-03,45903073,51056771.45,5153698.45,631,681,50,0.74,0.02,270.7,21.82,67.59,Snowy,160,27905.1,253.21,1749,80.23,5,4.13,97.09,0,84.65,Medium
PJT_205,Tunnel,Chicago,2020-07-23,2022-10-02,24729530,34550451.31,9820921.31,840,801,-39,1.91,1.6,165.96,-5.87,78.16,Sunny,153,49621.9,270.79,6292,93.66,6,6.57,78.63,0,90.4,High
PJT_206,Building,Seattle,2020-07-24,2021-09-06,45771670,62870854.07,17099184.07,283,409,126,1.11,2.11,448.22,41.88,22.91,Cloudy,250,49244.72,933.85,1300,43.43,5,6.26,96.19,0,26.75,High
PJT_207,Dam,Houston,2020-07-25,2022-02-24,13633010,14787419.19,1154409.19,641,579,-62,1.3,1.15,309.66,10.08,21.62,Stormy,156,33576.11,128.99,5695,75.82,2,6.46,69.65,0,21.2,High
PJT_208,Building,Chicago,2020-07-26,2023-06-29,24442985,35400116.84,10957131.84,897,1068,171,1.13,1.0,149.52,40.19,46.11,Rainy,172,24929.17,516.28,5624,74.14,2,6.57,81.67,0,55.32,High
PJT_209,Tunnel,Los Angeles,2020-07-27,2022-12-10,41093087,60476244.53,19383157.53,889,866,-23,0.35,0.19,171.1,32.93,30.42,Sunny,211,27101.34,382.13,4837,42.14,1,8.62,94.69,1,34.45,High
PJT_210,Tunnel,Seattle,2020-07-28,2022-04-13,26291884,28817101.81,2525217.81,575,624,49,0.81,3.22,411.41,31.55,59.09,Cloudy,76,35711.56,698.57,1277,70.81,1,2.53,79.4,0,64.57,Low
PJT_211,Building,Seattle,2020-07-29,2022-08-19,31596658,35156178.54,3559520.54,516,751,235,0.29,1.31,69.87,23.37,84.21,Sunny,62,9570.85,855.67,4917,76.57,4,4.31,80.74,0,56.24,Medium
PJT_212,Tunnel,Chicago,2020-07-30,2022-09-14,23745849,28575291.45,4829442.45,778,776,-2,1.28,0.26,496.44,24.47,47.4,Sunny,277,19775.84,424.34,8307,51.48,7,6.27,85.82,0,23.04,High
PJT_213,Building,Chicago,2020-07-31,2021-11-18,47267888,69231975.1,21964087.1,321,475,154,0.95,1.15,108.66,25.09,79.15,Rainy,204,8387.25,484.21,3161,56.4,5,3.55,94.11,0,76.53,Medium
PJT_214,Road,Houston,2020-08-01,2021-12-22,32981908,47025329.35,14043421.35,496,508,12,1.58,4.01,408.23,24.58,20.02,Cloudy,122,8301.23,983.73,2389,78.42,8,9.8,54.41,0,82.34,High
PJT_215,Building,New York,2020-08-02,2023-11-12,24675262,23726270.61,-948991.39,890,1197,307,0.52,4.26,227.65,20.46,31.8,Sunny,246,13812.77,805.52,9882,68.1,4,3.37,66.84,0,96.67,Medium
PJT_216,Building,Chicago,2020-08-03,2023-01-25,20854315,23682961.88,2828646.88,737,905,168,0.41,2.42,271.5,44.25,22.13,Rainy,292,26836.4,907.48,5732,91.48,9,5.23,69.88,1,45.6,High
PJT_217,Tunnel,Chicago,2020-08-04,2023-05-11,3844180,4736117.08,891937.08,706,1010,304,0.87,2.08,446.29,30.28,42.97,Stormy,135,40314.84,494.89,4468,60.54,3,8.9,95.49,0,40.4,High
PJT_218,Tunnel,Los Angeles,2020-08-05,2023-01-28,12010186,14434796.15,2424610.15,735,906,171,1.86,4.89,235.81,32.73,83.57,Rainy,80,26847.32,310.67,7141,56.0,8,1.72,97.8,1,27.3,Medium
PJT_219,Bridge,Seattle,2020-08-06,2022-07-15,47530918,48306519.95,775601.95,580,708,128,1.45,1.0,291.87,37.99,26.79,Snowy,52,20096.45,470.68,6969,99.09,9,8.39,56.02,0,26.28,High
PJT_220,Bridge,New York,2020-08-07,2022-12-30,16148530,22854854.04,6706324.04,860,875,15,0.9,1.08,72.18,1.86,62.45,Rainy,79,8705.88,744.48,4816,94.67,4,6.14,55.96,0,38.89,High
PJT_221,Road,Los Angeles,2020-08-08,2021-12-10,39620544,51750946.85,12130402.85,489,489,0,1.08,1.46,51.06,-5.39,51.6,Rainy,198,29763.3,198.49,6037,41.74,0,1.29,96.74,0,98.36,Low
PJT_222,Bridge,Houston,2020-08-09,2023-04-13,11061403,15516328.03,4454925.03,674,977,303,0.26,0.86,160.16,16.56,85.69,Rainy,148,17207.09,343.42,6994,86.24,4,9.13,64.79,0,18.3,High
PJT_223,Building,Houston,2020-08-10,2022-10-25,21871102,30953264.49,9082162.49,735,806,71,1.97,1.9,356.26,18.27,28.58,Sunny,183,32672.04,141.97,3451,46.62,4,1.35,62.09,0,33.34,Low
PJT_224,Tunnel,Chicago,2020-08-11,2023-01-14,29105186,39263289.19,10158103.19,789,886,97,1.37,4.55,104.57,35.6,34.84,Cloudy,269,48973.45,489.11,1024,41.65,4,5.64,51.78,0,17.74,High
PJT_225,Bridge,Chicago,2020-08-12,2021-09-06,43505100,50619330.68,7114230.68,288,390,102,0.64,3.08,101.19,14.41,22.07,Rainy,209,10009.14,844.7,6962,56.42,1,1.44,63.78,0,34.63,Low
PJT_226,Bridge,Houston,2020-08-13,2022-04-13,6301358,7979586.41,1678228.41,551,608,57,1.21,2.06,234.93,21.4,50.38,Rainy,219,14545.64,122.2,3556,56.16,5,1.64,84.68,0,18.32,Low
PJT_227,Road,Chicago,2020-08-14,2023-10-28,19283361,19210455.31,-72905.69,795,1170,375,0.31,4.67,341.53,18.99,39.45,Snowy,278,26289.25,707.79,8632,89.16,4,8.98,71.3,0,55.75,High
PJT_228,Road,New York,2020-08-15,2022-01-14,20425418,26638569.74,6213151.74,385,517,132,1.94,0.24,370.43,-7.9,80.89,Snowy,239,48587.62,939.25,1060,82.64,1,7.89,75.84,0,49.45,High
PJT_229,Building,Chicago,2020-08-16,2021-05-22,18970147,19113408.67,143261.67,222,279,57,0.43,1.05,130.3,23.84,62.35,Stormy,266,39731.44,313.24,8675,98.9,9,2.77,95.86,0,25.66,Low
PJT_230,Tunnel,Seattle,2020-08-17,2022-04-15,48905202,64377328.74,15472126.74,424,606,182,1.33,2.83,85.81,35.54,62.99,Stormy,209,45420.31,724.27,1122,82.69,7,6.58,55.73,0,25.73,High
PJT_231,Road,Chicago,2020-08-18,2021-10-25,5889084,6111449.31,222365.31,466,433,-33,0.57,3.08,473.18,-1.34,57.23,Snowy,148,20017.17,977.59,6616,65.1,5,8.15,53.56,1,66.35,High
PJT_232,Bridge,Los Angeles,2020-08-19,2022-03-05,41687888,40459378.46,-1228509.54,534,563,29,1.46,0.2,167.3,22.69,26.43,Cloudy,135,49641.73,966.05,2186,81.94,9,9.01,92.6,0,44.84,High
PJT_233,Tunnel,New York,2020-08-20,2022-10-01,1871522,1869969.94,-1552.06,655,772,117,1.58,2.02,434.01,22.65,51.15,Stormy,265,9627.48,311.44,6158,99.97,2,5.21,88.74,0,15.06,Medium
PJT_234,Tunnel,Los Angeles,2020-08-21,2021-05-19,23826747,21472551.96,-2354195.04,262,271,9,1.38,3.25,438.57,-0.97,89.97,Cloudy,216,7383.78,190.3,8864,82.61,8,9.08,63.19,0,92.82,High
PJT_235,Bridge,Los Angeles,2020-08-22,2021-09-15,16523665,21997026.1,5473361.1,289,389,100,1.27,3.49,397.64,-3.21,78.47,Snowy,113,43502.12,233.45,5089,85.7,3,5.57,66.21,0,46.45,Medium
PJT_236,Road,Seattle,2020-08-23,2022-02-10,30538040,40903891.52,10365851.52,369,536,167,1.8,3.19,125.98,43.9,82.54,Stormy,167,46726.92,731.83,3472,96.3,2,7.19,65.51,0,63.19,High
PJT_237,Bridge,New York,2020-08-24,2022-01-02,49410263,59735032.05,10324769.05,430,496,66,0.25,1.6,419.81,11.65,77.63,Rainy,207,9076.34,753.18,8450,46.82,6,9.81,82.39,0,89.69,High
PJT_238,Tunnel,New York,2020-08-25,2022-01-26,49470777,49313345.19,-157431.81,470,519,49,0.73,0.47,396.16,2.51,27.21,Snowy,240,10104.23,706.81,3964,82.29,7,3.12,53.06,0,46.19,Medium
PJT_239,Dam,New York,2020-08-26,2023-12-26,36736338,34904392.43,-1831945.57,824,1217,393,0.57,2.14,318.53,-0.58,35.92,Stormy,163,6492.84,402.47,9104,91.05,6,2.52,74.47,1,83.86,Medium
PJT_240,Dam,New York,2020-08-27,2021-11-13,20382100,18577823.1,-1804276.9,380,443,63,1.98,0.64,201.74,26.72,20.22,Cloudy,273,9702.84,252.8,2310,97.26,0,4.08,56.69,0,92.33,Medium
